name,free_bikes,empty_slots,latitude,longitude,timestamp,total_docks,occupancy_pct
"284 - Avenida de Burgos, 17",8,15,40.473593878889254,-3.6757900294303902,2026-02-20 17:14:29.073468+00:00,23,34.8
107 - Serrano - Conde de Aranda,8,19,40.42156087297841,-3.6883841104507464,2026-02-20 17:14:29.074660+00:00,27,29.6
368 - Eugenia de Montijo,0,13,40.3791024,-3.7470606799999997,2026-02-20 17:14:29.074594+00:00,13,0.0
442 - Santa Eugenia - Zazuar,15,11,40.38305936,-3.60463,2026-02-20 17:14:29.073859+00:00,26,57.7
200 - Metro Quevedo,9,15,40.43375360585919,-3.7045789811585412,2026-02-20 17:14:29.073244+00:00,24,37.5
259 - Metro Ciudad Universitaria B,2,16,40.44270528449462,-3.726752004160312,2026-02-20 17:14:29.074206+00:00,18,11.1
449 - Metro Congosto,2,20,40.37286701,-3.6186910599999997,2026-02-20 17:14:29.074780+00:00,22,9.1
"444 - Valderrebollo, 18",12,10,40.3743481,-3.6276352,2026-02-20 17:14:29.045801+00:00,22,54.5
26 - Plaza de las Salesas,14,13,40.4239,-3.6945,2026-02-20 17:14:29.046089+00:00,27,51.9
624  - Avenida Blas de Lezo 33,11,12,40.407067,-3.553002,2026-02-20 17:14:29.045756+00:00,23,47.8
"533 - San Luis, 23",14,9,40.47148748,-3.6551145499999995,2026-02-20 17:14:29.074712+00:00,23,60.9
307 - Metro Valdezarza,6,17,40.46588016,-3.71693008,2026-02-20 17:14:29.073797+00:00,23,26.1
374 - Dinero - La Peseta,9,14,40.3625707,-3.7501466,2026-02-20 17:14:29.074485+00:00,23,39.1
85 - Parque del Retiro - Puerta de O´Donnell,9,15,40.4213143,-3.6798909999999996,2026-02-20 17:14:29.046227+00:00,24,37.5
197 - Parque de Berlín,9,14,40.4516059,-3.677916,2026-02-20 17:14:29.073233+00:00,23,39.1
355 - Intercambiador de Plaza Elíptica,4,21,40.3854641,-3.7182338,2026-02-20 17:14:29.073676+00:00,25,16.0
591 - Metro Mirasierra,0,18,40.49108225,-3.7162292099999994,2026-02-20 17:14:29.074036+00:00,18,0.0
369 - Junta Municipal Distrito de Carabanchel,3,20,40.37982574184008,-3.7418245988113408,2026-02-20 17:14:29.074619+00:00,23,13.0
562 - Tomillar - Tintín y Milú,9,18,40.46267435,-3.5840557299999998,2026-02-20 17:14:29.046118+00:00,27,33.3
585 - Metro Fuencarral,1,22,40.4954662,-3.69374813,2026-02-20 17:14:29.073907+00:00,23,4.3
365 - Palacio Vistalegre Arena,9,14,40.38537202,-3.7372590799999994,2026-02-20 17:14:29.074581+00:00,23,39.1
91 - Hermosilla - General Pardiñas,12,11,40.426049,-3.6786285,2026-02-20 17:14:29.046243+00:00,23,52.2
565 - Metro Barajas,24,2,40.47563573,-3.5838869,2026-02-20 17:14:29.046029+00:00,26,92.3
418 - Puerto de Arlabán - San Diego,4,23,40.3864,-3.6674999999999995,2026-02-20 17:14:29.074723+00:00,27,14.8
111B - Metro Moncloa B,11,9,40.433913,-3.7177433999999994,2026-02-20 17:14:29.046360+00:00,20,55.0
124 - Metro Bilbao,8,19,40.430969,-3.6993695,2026-02-20 17:14:29.074146+00:00,27,29.6
204 - Doctor Santero - Bravo Murillo,2,19,40.4476488,-3.7040397,2026-02-20 17:14:29.074338+00:00,21,9.5
604 - Metro Las Tablas,16,7,40.50910428,-3.6695521499999995,2026-02-20 17:14:29.074139+00:00,23,69.6
592 - Estación de tren de Pitis,6,21,40.4956969,-3.7249527,2026-02-20 17:14:29.074399+00:00,27,22.2
226 - Sierra Toledana - Camino de Valderribas,19,6,40.39901531507069,-3.6607768678037744,2026-02-20 17:14:29.074425+00:00,25,76.0
258 - Metro Ciudad Universitaria A,1,23,40.444311,-3.7269389999999993,2026-02-20 17:14:29.073416+00:00,24,4.2
320 - Metro Lago,7,12,40.4167792,-3.7345247000000006,2026-02-20 17:14:29.045880+00:00,19,36.8
"387 - Isabelita Usera, 44",0,22,40.38272256,-3.7077397199999997,2026-02-20 17:14:29.073435+00:00,22,0.0
303 - Ps. Dirección A - Pque A. Rguez Sahagún,6,18,40.467339,-3.708215,2026-02-20 17:14:29.073802+00:00,24,25.0
"451 -  La Granja de San Ildefonso, 14",10,16,40.36813427,-3.62283116,2026-02-20 17:14:29.046276+00:00,26,38.5
439 - Cabeza Mesada - Parque de Valdeperdices,15,12,40.37647902,-3.6294129999999996,2026-02-20 17:14:29.073580+00:00,27,55.6
127 - Mercado Municipal de Vallehermoso,4,19,40.4338516,-3.708439,2026-02-20 17:14:29.073018+00:00,23,17.4
257 - Ciudad Universitaria - INEF,17,9,40.438873,-3.7305269999999995,2026-02-20 17:14:29.073412+00:00,26,65.4
602 - Monasterio Sobrado - Monasterio Silos,16,7,40.5093225,-3.6928369999999995,2026-02-20 17:14:29.046022+00:00,23,69.6
93 - Plaza de Margaret Thatcher,17,15,40.42575853342561,-3.6893361690338162,2026-02-20 17:14:29.046303+00:00,32,53.1
185 - Parque Quinta de la Fuente del Berro,2,22,40.4250833,-3.6615277000000006,2026-02-20 17:14:29.073189+00:00,24,8.3
"276 - Paseo de las Yeserías, 15",0,22,40.39900539,-3.7099166,2026-02-20 17:14:29.074283+00:00,22,0.0
156 - Sor Ángela de la Cruz-Paseo Castellana,4,20,40.4592351,-3.691533,2026-02-20 17:14:29.073083+00:00,24,16.7
558 - Biblioteca Pública Mpal. Gloria Fuertes,7,15,40.461137,-3.5937120000000005,2026-02-20 17:14:29.046111+00:00,22,31.8
34 - Jacinto Benavente,0,0,40.4145422,-3.7036883000000005,2026-02-20 17:14:29.074350+00:00,0,
286 - Plaza Duque de Pastrana ,4,19,40.4679,-3.6778999999999997,2026-02-20 17:14:29.073487+00:00,23,17.4
22 - Jacometrezo 3,3,7,40.420172,-3.706494,2026-02-20 17:14:29.045733+00:00,10,30.0
214 - Condesa de Venadito - Albacete,1,23,40.4434316,-3.6569031,2026-02-20 17:14:29.073278+00:00,24,4.2
221 - Metro Pavones,20,3,40.400492026660594,-3.6347444787322485,2026-02-20 17:14:29.073300+00:00,23,87.0
210 - Calle de las Tres Cruces - Gran Vía,1,25,40.4196518,-3.7027164000000004,2026-02-20 17:14:29.074299+00:00,26,3.8
268 - Metro Arganzuela-Planetario,7,13,40.39338327980599,-3.689031463575172,2026-02-20 17:14:29.074770+00:00,20,35.0
379 - Antonia Rodríguez Sacristán - Valeriana,0,22,40.37313777,-3.74765739,2026-02-20 17:14:29.074062+00:00,22,0.0
49 - Casa Encendida,17,10,40.4060533,-3.6992774,2026-02-20 17:14:29.046159+00:00,27,63.0
188 - Puente de Ventas,18,8,40.4312562,-3.6590286000000005,2026-02-20 17:14:29.073201+00:00,26,69.2
360 - Ntra. Sra. Fátima - Ntra. Sra. de Luz,2,20,40.3840155,-3.7470882000000003,2026-02-20 17:14:29.073848+00:00,22,9.1
231 - Derechos Humanos - Verdaguer y García,13,11,40.4398283,-3.6557193,2026-02-20 17:14:29.073334+00:00,24,54.2
522 - Metro Estadio Metropolitano,0,23,40.43333298,-3.60097542,2026-02-20 17:14:29.046053+00:00,23,0.0
"534 - Mesena, 102",3,21,40.46772408,-3.6634063399999994,2026-02-20 17:14:29.074493+00:00,24,12.5
254 - Plaza del Perú,18,4,40.461,-3.6765599999999994,2026-02-20 17:14:29.073401+00:00,22,81.8
406 - La Nave de Madrid,9,14,40.3486,-3.6960817,2026-02-20 17:14:29.046344+00:00,23,39.1
50 - Museo Reina Sofía,17,5,40.4073541,-3.6960397999999994,2026-02-20 17:14:29.074311+00:00,22,77.3
607 - Metro Ligero - Palas de Rey,18,8,40.5051915,-3.6641571,2026-02-20 17:14:29.045833+00:00,26,69.2
600 - Centro Deportivo Municipal La Masó,10,14,40.4825507,-3.7149566,2026-02-20 17:14:29.074489+00:00,24,41.7
15 - Norte,3,16,40.4262383,-3.7074453,2026-02-20 17:14:29.046071+00:00,19,15.8
248 - Sinesio Delgado - Cuatro Torres ,7,20,40.4743209,-3.6879973,2026-02-20 17:14:29.073382+00:00,27,25.9
610 - Bardegueral,12,10,40.4501721,-3.7719096999999997,2026-02-20 17:14:29.045836+00:00,22,54.5
467 - Univ. Rey Juan Carlos - Facultad  CJS,8,16,40.4062361,-3.6084888,2026-02-20 17:14:29.046032+00:00,24,33.3
71 - Plaza del Doctor Laguna,1,22,40.4161,-3.6739,2026-02-20 17:14:29.046197+00:00,23,4.3
"559 - Calle Babilonia, 19",7,16,40.4675299,-3.5882346999999997,2026-02-20 17:14:29.045909+00:00,23,30.4
162 - Metro Pirámides,8,15,40.4034968,-3.7105765,2026-02-20 17:14:29.073105+00:00,23,34.8
436 - Campus Sur UPM,14,15,40.3901675,-3.62713659,2026-02-20 17:14:29.073770+00:00,29,48.3
178 - Junta Municipal Distrito de Retiro,21,6,40.4029202,-3.6788343,2026-02-20 17:14:29.073167+00:00,27,77.8
80B - Estación de Atocha B,17,8,40.4075211,-3.6904748,2026-02-20 17:14:29.046325+00:00,25,68.0
575 - Metro Barrio del Pilar,23,7,40.47817,-3.703526,2026-02-20 17:14:29.073707+00:00,30,76.7
340 - Illescas - Seseña,0,26,40.3970983,-3.7656975999999998,2026-02-20 17:14:29.045793+00:00,26,0.0
345 - Fuente del Tiro - Avd. de las Águilas,0,23,40.38308791,-3.7798000999999997,2026-02-20 17:14:29.074127+00:00,23,0.0
25B - Plaza de Celenque B,10,13,40.4173687,-3.7058976,2026-02-20 17:14:29.074373+00:00,23,43.5
"450 - Camino de las Hormigueras, 161",20,9,40.3762555,-3.6370762,2026-02-20 17:14:29.074131+00:00,29,69.0
"515 - Avenida de Hellin, 13",14,10,40.43091667,-3.61579967,2026-02-20 17:14:29.073840+00:00,24,58.3
262 - María de las Mercedes de Borbón B,5,16,40.4928683,-3.620114,2026-02-20 17:14:29.045843+00:00,21,23.8
566 - Avenida de Logroño,17,7,40.4703472,-3.5815033,2026-02-20 17:14:29.046026+00:00,24,70.8
321 - Metro Casa de Campo,3,24,40.40316,-3.7610509999999997,2026-02-20 17:14:29.045921+00:00,27,11.1
472 - Metro Valdebernardo,4,23,40.3987974,-3.6211484999999994,2026-02-20 17:14:29.045804+00:00,27,14.8
142 - Bajo elevado de Eduardo Dato,13,10,40.4334087,-3.6879154,2026-02-20 17:14:29.073051+00:00,23,56.5
612 - Calle Rosalia de Castro 1,21,2,40.480258,-3.734639,2026-02-20 17:14:29.074180+00:00,23,91.3
"378 - Eugenia de Montijo, 83",1,22,40.37562288,-3.7509732999999996,2026-02-20 17:14:29.074608+00:00,23,4.3
564 - IFEMA B,10,12,40.463861,-3.6138669999999995,2026-02-20 17:14:29.045928+00:00,22,45.5
140 - Velázquez - López de Hoyos,10,19,40.4387566,-3.6830583,2026-02-20 17:14:29.074672+00:00,29,34.5
490 - Hnos.García Noblejas-FcoLargo Caballero,11,13,40.42427523,-3.62888094,2026-02-20 17:14:29.073659+00:00,24,45.8
269 - Ariel - Parque Enrique Tierno Galván,7,17,40.393023802369754,-3.6797017663398797,2026-02-20 17:14:29.073743+00:00,24,29.2
"152 - General Perón, 4",1,22,40.4525,-3.6989,2026-02-20 17:14:29.073071+00:00,23,4.3
272 - Tejo - Parque La Ronda,19,4,40.39663,-3.679186,2026-02-20 17:14:29.045898+00:00,23,82.6
6 - Colegio de Arquitectos,4,14,40.423178,-3.699023,2026-02-20 17:14:29.046286+00:00,18,22.2
36 - Plaza Ramales,11,13,40.416876,-3.7121509999999995,2026-02-20 17:14:29.046127+00:00,24,45.8
617 - Calle Eduardo Barreiros,0,23,40.358866,-3.7023800000000002,2026-02-20 17:14:29.074644+00:00,23,0.0
294 - Edificio Torres Blancas,7,15,40.440944,-3.6723389999999996,2026-02-20 17:14:29.074134+00:00,22,31.8
429 - Carlos M. Alvarez - Javier de Miguel,8,12,40.3895,-3.6635,2026-02-20 17:14:29.073755+00:00,20,40.0
589 - Monast. Silos - Monast. Montesclaros,6,18,40.50340494,-3.70290315,2026-02-20 17:14:29.074169+00:00,24,25.0
448 - Metro Las Suertes,9,16,40.363376,-3.5993520000000006,2026-02-20 17:14:29.074184+00:00,25,36.0
"463 - Casalarreina, 18",0,23,40.40939089860396,-3.612318798052458,2026-02-20 17:14:29.074222+00:00,23,0.0
590 - Metro Arroyofresno,7,14,40.49093014,-3.72757227,2026-02-20 17:14:29.074716+00:00,21,33.3
123 - Metro Argüelles,22,8,40.4306458,-3.7133412,2026-02-20 17:14:29.073006+00:00,30,73.3
445 - C. Deportivo Mpal. Juan de Dios Román,4,19,40.36334587,-3.6050356400000005,2026-02-20 17:14:29.074101+00:00,23,17.4
"37 - Calatrava, 38",7,15,40.41022,-3.7134820000000004,2026-02-20 17:14:29.046130+00:00,22,31.8
376 - Metro Carpetana,0,22,40.39229225,-3.7405438000000006,2026-02-20 17:14:29.074040+00:00,22,0.0
399 - Bohemios - Gigantes y Cabezudos,5,17,40.356536,-3.6939009999999994,2026-02-20 17:14:29.074695+00:00,22,22.7
430 - Torremolinos - Rafael Alberti,0,22,40.38500948,-3.6417899899999995,2026-02-20 17:14:29.074497+00:00,22,0.0
285 - Santa María Magdalena - La Drácena,3,20,40.4631,-3.6706,2026-02-20 17:14:29.073484+00:00,23,13.0
380 - Oca,2,22,40.3894333,-3.7335492000000006,2026-02-20 17:14:29.074166+00:00,24,8.3
381 - Alfredo Aleix - Mercedes Rodríguez,1,22,40.3684767,-3.7553916,2026-02-20 17:14:29.045797+00:00,23,4.3
453 - Metro La Gavia,25,0,40.37043968,-3.61253028,2026-02-20 17:14:29.046282+00:00,25,100.0
572 - Junta Mpal. Dtto. Fuencarral - El Pardo,4,19,40.47810429,-3.70997335,2026-02-20 17:14:29.073700+00:00,23,17.4
563 - Soto Hidalgo,12,13,40.4606465,-3.5820745,2026-02-20 17:14:29.045954+00:00,25,48.0
356 - Portalegre - Tinamús,5,19,40.38937686,-3.72364769,2026-02-20 17:14:29.073696+00:00,24,20.8
465 - Cordel de Pavones - Bulevar José Prat,6,18,40.397375,-3.619645,2026-02-20 17:14:29.045934+00:00,24,25.0
172 - Estación de tren de Delicias,7,16,40.4008279,-3.6934925999999995,2026-02-20 17:14:29.073146+00:00,23,30.4
62 - Hospital M. Infantil Gregorio Marañón,18,9,40.4213148,-3.6724968,2026-02-20 17:14:29.046269+00:00,27,66.7
580 - Metro Herrera Oria,1,22,40.483289,-3.706089,2026-02-20 17:14:29.046092+00:00,23,4.3
220 - Plaza del Encuentro,5,18,40.406156,-3.651384,2026-02-20 17:14:29.074709+00:00,23,21.7
310 - Estación de tren de Aravaca,6,16,40.4490509,-3.7845536000000006,2026-02-20 17:14:29.045925+00:00,22,27.3
